Year,Gender (3a),Economic family characteristics of persons (13),Unnamed: 3,Age (8),Individual MBM poverty status (7),Value
2015,Women+,Total - Persons by selected economic family characteristics,,Total - Age,Average poverty gap ratio (%),33.7
2015,Women+,Total - Persons by selected economic family characteristics,,0 to 17 years,Total - Individual MBM poverty status,1303060.0
2015,Women+,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty status - not applicable,9150.0
2015,Women+,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty status - applicable,1293915.0
2015,Women+,Total - Persons by selected economic family characteristics,,0 to 17 years,In poverty,258200.0
2015,Women+,Total - Persons by selected economic family characteristics,,0 to 17 years,Not in poverty,1035715.0
2015,Women+,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty rate (%),20.0
2015,Women+,Total - Persons by selected economic family characteristics,,0 to 17 years,Average poverty gap ratio (%),31.0
2015,Women+,Total - Persons by selected economic family characteristics,,0 to 5 years,Total - Individual MBM poverty status,410695.0
2015,Women+,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty status - not applicable,3225.0
2015,Women+,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty status - applicable,407465.0
2015,Women+,Total - Persons by selected economic family characteristics,,0 to 5 years,In poverty,88830.0
2015,Women+,Total - Persons by selected economic family characteristics,,0 to 5 years,Not in poverty,318635.0
2015,Women+,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty rate (%),21.8
2015,Women+,Total - Persons by selected economic family characteristics,,0 to 5 years,Average poverty gap ratio (%),31.3
2015,Women+,Total - Persons by selected economic family characteristics,,6 to 17 years,Total - Individual MBM poverty status,892370.0
2015,Women+,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty status - not applicable,5920.0
2015,Women+,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty status - applicable,886445.0
2015,Women+,Total - Persons by selected economic family characteristics,,6 to 17 years,In poverty,169375.0
2015,Women+,Total - Persons by selected economic family characteristics,,6 to 17 years,Not in poverty,717080.0
2015,Women+,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty rate (%),19.1
2015,Women+,Total - Persons by selected economic family characteristics,,6 to 17 years,Average poverty gap ratio (%),30.9
2015,Women+,Total - Persons by selected economic family characteristics,,18 to 24 years,Total - Individual MBM poverty status,595935.0
2015,Women+,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty status - not applicable,3120.0
2015,Women+,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty status - applicable,592825.0
2015,Women+,Total - Persons by selected economic family characteristics,,18 to 24 years,In poverty,132605.0
2015,Women+,Total - Persons by selected economic family characteristics,,18 to 24 years,Not in poverty,460220.0
2015,Women+,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty rate (%),22.4
2015,Women+,Total - Persons by selected economic family characteristics,,18 to 24 years,Average poverty gap ratio (%),44.8
2015,Women+,Total - Persons by selected economic family characteristics,,25 to 54 years,Total - Individual MBM poverty status,2790240.0
2015,Women+,Total - Persons by selected economic family characteristics,,25 to 54 years,Poverty status - not applicable,10865.0
2015,Women+,Total - Persons by selected economic family characteristics,,25 to 54 years,Poverty status - applicable,2779380.0
2015,Women+,Total - Persons by selected economic family characteristics,,25 to 54 years,In poverty,452010.0
2015,Women+,Total - Persons by selected economic family characteristics,,25 to 54 years,Not in poverty,2327370.0
2015,Women+,Total - Persons by selected economic family characteristics,,25 to 54 years,Poverty rate (%),16.3
2015,Women+,Total - Persons by selected economic family characteristics,,25 to 54 years,Average poverty gap ratio (%),34.1
2015,Women+,Total - Persons by selected economic family characteristics,,55 to 64 years,Total - Individual MBM poverty status,940255.0
2015,Women+,Total - Persons by selected economic family characteristics,,55 to 64 years,Poverty status - not applicable,3135.0
2015,Women+,Total - Persons by selected economic family characteristics,,55 to 64 years,Poverty status - applicable,937120.0
2015,Women+,Total - Persons by selected economic family characteristics,,55 to 64 years,In poverty,126220.0
2015,Women+,Total - Persons by selected economic family characteristics,,55 to 64 years,Not in poverty,810900.0
2015,Women+,Total - Persons by selected economic family characteristics,,55 to 64 years,Poverty rate (%),13.5
2015,Women+,Total - Persons by selected economic family characteristics,,55 to 64 years,Average poverty gap ratio (%),34.6
2015,Women+,Total - Persons by selected economic family characteristics,,65 years and over,Total - Individual MBM poverty status,1140420.0
2015,Women+,Total - Persons by selected economic family characteristics,,65 years and over,Poverty status - not applicable,2560.0
2015,Women+,Total - Persons by selected economic family characteristics,,65 years and over,Poverty status - applicable,1137860.0
2015,Women+,Total - Persons by selected economic family characteristics,,65 years and over,In poverty,93545.0
2015,Women+,Total - Persons by selected economic family characteristics,,65 years and over,Not in poverty,1044315.0
2015,Women+,Total - Persons by selected economic family characteristics,,65 years and over,Poverty rate (%),8.2
2015,Women+,Total - Persons by selected economic family characteristics,,65 years and over,Average poverty gap ratio (%),22.2
2020,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,Total - Individual MBM poverty status,144840.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,Poverty status - not applicable,1585.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,Poverty status - applicable,143260.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,In poverty,10700.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,Not in poverty,132560.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,Poverty rate (%),7.5
2020,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,Average poverty gap ratio (%),32.2
2020,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,Total - Individual MBM poverty status,25445.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty status - not applicable,300.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty status - applicable,25145.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,In poverty,1675.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,Not in poverty,23465.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty rate (%),6.7
2020,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,Average poverty gap ratio (%),27.4
2020,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,Total - Individual MBM poverty status,7930.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty status - not applicable,85.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty status - applicable,7845.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,In poverty,515.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,Not in poverty,7320.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty rate (%),6.6
2020,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,Average poverty gap ratio (%),24.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,Total - Individual MBM poverty status,17510.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty status - not applicable,215.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty status - applicable,17300.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,In poverty,1155.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,Not in poverty,16145.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty rate (%),6.7
2020,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,Average poverty gap ratio (%),29.1
2020,Total - Gender,Total - Persons by selected economic family characteristics,,18 to 24 years,Total - Individual MBM poverty status,11500.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty status - not applicable,110.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty status - applicable,11400.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,18 to 24 years,In poverty,2115.0
